ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
www.suttonwallacefashion.co,TXN2398971,Y,
www.johnsondeals.net,TXN6763325,Y,
www.rodriguezjacksonfashion.co,TXN4693050,Y,
www.armstrongfashion.co,TXN8559827,Y,
www.thomasdeals.io,TXN2049618,Y,
www.woodleshop.net,TXN9665629,Y,
www.brownbyrdshop.net,TXN5117135,Y,
www.taylormart.com,TXN2390712,Y,
www.corteztech.net,TXN1535596,Y,
www.harrisonstore.net,TXN1600139,Y,
www.wrightmarket.net,TXN3850418,Y,
www.andersonhaysdeals.com,TXN2291641,N,Expired Card
www.nicholswatsontech.io,TXN9762254,Y,
www.gonzalezfashion.io,TXN2958466,Y,
www.gonzalezgarciatech.net,TXN5532954,Y,
www.sanchezdonaldsonfashion.net,TXN2387174,Y,
www.nelsondeals.com,TXN1441490,Y,
www.smithmart.com,TXN6335677,Y,
www.flynnwardmart.io,TXN4175621,Y,
www.diaztech.in,TXN4177546,Y,
www.burgessmarket.co,TXN6973747,Y,
www.casegallegosmart.io,TXN1535991,Y,
www.morganhallshop.io,TXN8311325,Y,
www.cochranstore.in,TXN9319928,Y,
www.stanleyshop.com,TXN1192809,Y,
www.kentberrytech.net,TXN1568898,Y,
www.santanastore.net,TXN5993350,Y,
www.carrtech.io,TXN2805402,Y,
www.schmidtmarket.co,TXN4183561,Y,
www.lewiswilliamsdeals.in,TXN8713197,Y,
www.steelemurraymarket.io,TXN3861190,Y,
www.bowmanmarket.net,TXN4895132,Y,
www.mendozaweissmart.io,TXN3176302,Y,
www.wheelercastrotech.co,TXN1281154,Y,
www.haydenstore.com,TXN9564570,Y,
www.millerdeals.net,TXN5997446,Y,
www.wilsonmart.com,TXN6346867,Y,
www.thompsonwattsfashion.com,TXN2423418,Y,
www.tylerramirezstore.co,TXN8645389,Y,
www.richardsontech.io,TXN7960587,Y,
www.tylershop.co,TXN8083302,Y,
www.greenshop.io,TXN7813945,Y,
www.gibsonfashion.net,TXN9031816,Y,
www.millerdeals.com,TXN2728538,Y,
www.thorntondurhamstore.io,TXN1134818,Y,
www.hernandezdunnstore.com,TXN7873647,Y,
www.cooperriversfashion.io,TXN8643264,Y,
www.serranodeals.io,TXN3423076,Y,
www.floydshop.io,TXN2384783,Y,
www.smithmarket.net,TXN1329049,Y,
www.dicksonmillershop.net,TXN8599682,Y,
www.bakertech.in,TXN7904970,Y,
www.clarkfashion.co,TXN6566117,Y,
www.greenmarket.in,TXN8290968,N,Card Declined
www.lawrencetaylormart.io,TXN8211600,Y,
www.smithshop.net,TXN7309312,Y,
www.allenstore.net,TXN6171479,Y,
www.zhangmart.io,TXN4437001,Y,
www.myerstech.in,TXN2087342,Y,
www.butlerfloydmart.in,TXN3480142,Y,
www.sullivancolemanstore.com,TXN6245915,Y,
www.smithmart.io,TXN1643718,Y,
www.calhounshop.net,TXN5908037,Y,
www.vancebonillamart.co,TXN4740901,Y,
www.hernandezstore.in,TXN8765034,Y,
www.langshop.co,TXN5337825,N,Insufficient Funds
www.keithmorrowdeals.com,TXN4701726,Y,
www.clarkarnoldshop.com,TXN9135365,Y,
www.warrenmart.io,TXN2003266,Y,
www.johnsonshop.co,TXN1980897,Y,
www.jacksonmarket.in,TXN9070464,Y,
www.khanvalentineshop.in,TXN9938727,Y,
www.sanchezshop.net,TXN1963207,Y,
www.phillipsthomasmart.co,TXN7827239,Y,
www.sloantech.com,TXN9979631,Y,
www.owenfashion.io,TXN6996632,Y,
www.tatemart.co,TXN1191651,Y,
www.hillfashion.io,TXN1518230,Y,
www.fergusondeals.co,TXN1618253,Y,
www.wilsonfashion.in,TXN1000242,Y,
www.brewershop.net,TXN1536222,N,Insufficient Funds
www.vazquezmarket.io,TXN4266045,Y,
www.morgandeals.net,TXN5345468,Y,
www.escobarmarket.com,TXN5923025,Y,
www.ashleymartineztech.com,TXN2169267,Y,
www.coopermart.co,TXN7960928,Y,
www.hillshop.io,TXN2060899,Y,
www.millerdeals.io,TXN1777434,Y,
www.lewissanchezdeals.in,TXN7809456,Y,
www.raymart.in,TXN9706694,Y,
www.taylortech.net,TXN4463581,Y,
www.millsshop.com,TXN4667253,Y,
www.sandersstore.io,TXN1532306,Y,
www.levylambertdeals.com,TXN6365793,Y,
www.jonesmart.io,TXN2679677,Y,
www.wheelergloverdeals.net,TXN1106688,Y,
www.kingstore.in,TXN3987412,Y,
www.colemanshop.co,TXN3933182,Y,
www.gallegosmichaelfashion.com,TXN5505561,Y,
www.ryanmart.com,TXN4792979,Y,N/A
www.taylortech.com,TXN6626581,Y,
www.finleybryanttech.co,TXN8590529,Y,
www.torresgutierrezdeals.in,TXN5922390,Y,
www.hawkinsmarket.co,TXN6333060,Y,
www.joneswilsonshop.com,TXN9311460,Y,
www.thompsonshop.io,TXN4992538,Y,
www.wilkinsshop.in,TXN1324312,N,Card Declined
www.smithfashion.in,TXN1621127,N,Invalid CVV
www.rogersmcbridedeals.in,TXN2637912,Y,
www.duranfloresshop.co,TXN3636825,Y,
www.sanchezgonzalesmarket.co,TXN3579059,Y,
www.conleymarket.in,TXN5796990,Y,
www.grahamcantufashion.net,TXN5666146,Y,
www.campbelldeals.com,TXN8989427,Y,
www.morandeals.net,TXN2391171,Y,
www.snydercontrerasmarket.in,TXN2040139,Y,
www.williamsdavisfashion.io,TXN4912131,Y,
www.mitchellwrightmart.co,TXN5205131,Y,
www.fishergeorgedeals.com,TXN3584927,Y,
www.salazarhallshop.in,TXN7595180,Y,
www.chambersshop.net,TXN6871831,Y,
www.riveraolsendeals.com,TXN7222146,Y,
www.romeroharrisdeals.io,TXN7179745,Y,
www.phillipsmart.co,TXN3977735,Y,
www.jacksonalvaradomart.io,TXN1220270,Y,
www.burnsfashion.co,TXN7551702,Y,
www.cruzmart.co,TXN1569906,N,Insufficient Funds
www.lopezfashion.co,TXN3357564,Y,
www.browndeals.io,TXN8427166,Y,
www.johnsonrussellmart.co,TXN4726536,Y,
www.baldwingrossdeals.in,TXN3498866,N,Network Error
www.ortiztech.co,TXN4480099,Y,
www.hawkinsmart.in,TXN8984503,Y,
www.jonesmartinezshop.com,TXN9039954,Y,
www.robertsonshop.co,TXN1521988,Y,
www.brownmarket.com,TXN2506396,Y,
www.reynoldsmart.com,TXN4640399,Y,
www.moralesfashion.net,TXN4396277,Y,
www.robinsonfashion.com,TXN6553712,Y,
www.garrettdeals.com,TXN7174438,Y,
www.cunninghamfarrellmart.in,TXN3926216,Y,
www.foxmarket.com,TXN4848076,Y,
www.graywhitestore.com,TXN8494846,N,Invalid CVV
www.warrenshop.io,TXN3652348,Y,
www.adamsmarket.com,TXN5499638,Y,
www.gonzalezrodgersshop.com,TXN1473370,Y,
www.aguilardeals.io,TXN9450271,Y,
www.whitedeals.com,TXN9859729,Y,
www.beltranfashion.co,TXN9755962,Y,
www.allendeals.co,TXN7936598,Y,
www.lewisstore.in,TXN9819255,Y,
www.jonespaynetech.com,TXN8450074,Y,
www.moralesstore.com,TXN3483268,Y,
www.hayesstore.net,TXN6345397,Y,
www.simsmart.io,TXN6334066,N,Invalid CVV
www.bushshop.net,TXN1559187,Y,
www.garciamarket.in,TXN9047691,Y,
www.hartshop.in,TXN6886295,Y,
www.murraymarket.com,TXN2615178,Y,
www.aguilarbarnettstore.com,TXN6429182,Y,
www.hughesshop.in,TXN8386779,Y,
www.ferrellwileymarket.io,TXN7262165,Y,
www.adkinsmart.co,TXN1922610,Y,
www.allennixonmarket.co,TXN8538211,Y,
www.shahdeals.in,TXN7712411,Y,
www.gutierreztech.co,TXN3878022,Y,
www.woodscannonshop.net,TXN5160693,Y,
www.petersontech.com,TXN8956777,Y,
www.wardstore.io,TXN2155179,Y,
www.maloneandersonmarket.io,TXN1253757,Y,
www.thomasjohnsondeals.net,TXN6506770,Y,
www.wilsonmarket.io,TXN5622807,N,Card Declined
www.riggsfashion.co,TXN1291957,Y,
www.dyertech.com,TXN4353659,Y,
www.jacksonmarket.net,TXN1943710,Y,
www.loveshop.io,TXN9726773,Y,
www.holtdeals.net,TXN8621989,Y,
www.skinnerstore.in,TXN3204554,Y,
www.morrismarket.io,TXN9515832,N,Expired Card
www.jordanmart.net,TXN9442884,Y,
www.simmonsmart.in,TXN8053267,Y,
www.floresmarket.io,TXN6720080,Y,
www.murphyfashion.in,TXN5376447,Y,
www.alvarezstore.io,TXN2166357,Y,
www.millerolsenfashion.com,TXN6056815,Y,
www.smithmart.net,TXN2985203,Y,
www.kimtech.net,TXN5666307,Y,
www.colemanmart.in,TXN4544068,N,Insufficient Funds
www.wrighttech.in,TXN6292209,Y,
www.acevedoshop.in,TXN2220470,Y,
www.beckgarciashop.in,TXN7585175,Y,
www.gonzaleztech.io,TXN8225925,Y,
www.gutierrezstore.in,TXN1100591,Y,
www.rollinsmarket.io,TXN4523285,Y,
www.hoodstore.net,TXN1743112,Y,
www.wellsmart.in,TXN8407970,Y,
www.hawkinspaynefashion.com,TXN4666701,Y,
www.alexandermillermarket.io,TXN2350184,Y,
www.josephfashion.io,TXN3242196,Y,
www.beltrangonzalezfashion.co,TXN8077008,Y,
www.grossstore.net,TXN1411458,Y,
www.contrerasfashion.com,TXN8605695,N,Invalid CVV
www.houstonshop.io,TXN9355497,Y,
www.lozanoknightfashion.com,TXN3043747,Y,
www.hobbsstore.in,TXN9116262,Y,
www.mccoytech.co,TXN9299606,Y,
www.smithbaxtermart.in,TXN3807706,Y,
www.valentineshop.net,TXN1263203,Y,
www.piercestore.in,TXN5491645,Y,
www.jonesgonzaleztech.com,TXN1697171,Y,
www.burtonmart.co,TXN8920750,Y,
www.christianmarket.net,TXN6512269,Y,
www.hamiltonmartinezfashion.in,TXN9092682,Y,
www.griffinfashion.in,TXN1919108,N,Invalid CVV
www.mossstore.co,TXN4924351,Y,
www.sotodeals.co,TXN4184332,Y,
www.gonzalezdeals.net,TXN3411295,Y,
www.millerdeals.io,TXN8435768,Y,
www.whitakerdeals.co,TXN6519205,Y,
www.middletonbrooksfashion.com,TXN4806500,Y,
www.jordanfashion.net,TXN3520376,Y,
www.morsemart.co,TXN4647244,Y,
www.mccarthywallermarket.in,TXN7571631,Y,
www.whitemcdonaldmart.com,TXN4690576,Y,
www.suarezdeals.co,TXN3058289,N,Network Error
www.mitchelldeals.com,TXN9947096,Y,
www.pittsmart.io,TXN9206977,Y,
www.connerhuntertech.in,TXN5766154,Y,
www.jacksontech.net,TXN2202659,N,Insufficient Funds
www.campbellfashion.io,TXN9226638,Y,
www.brownleedeals.com,TXN6678496,Y,
www.fosterturnermart.com,TXN8370427,N,Expired Card
www.hamiltontech.com,TXN8990840,Y,
www.dunnmarket.com,TXN5808385,Y,
www.scottwilliamsfashion.in,TXN3072616,Y,
www.zhangmart.com,TXN5885727,N,Expired Card
www.millerdukemarket.com,TXN8017609,Y,
www.jonesdeals.net,TXN5074957,Y,
www.bensongalvantech.io,TXN7943058,Y,
www.smithstore.io,TXN2517123,Y,
www.brownclarkstore.com,TXN9835868,Y,
www.myersstore.io,TXN3671721,Y,
www.fisherrileymarket.co,TXN1929864,Y,
www.millerfashion.com,TXN3503925,N,Network Error
www.bergdeals.co,TXN9949871,Y,
www.ortizshop.io,TXN9820243,Y,
www.browndeals.in,TXN9701724,Y,
www.ramirezdeals.co,TXN1848891,Y,
www.walkershop.io,TXN3489113,Y,
www.tatestore.com,TXN6147020,Y,
www.fosterbauerstore.io,TXN2896835,N,Invalid CVV
www.patricksmithfashion.in,TXN7246096,Y,
www.brownshop.io,TXN5614395,Y,
www.walkerdeals.io,TXN4539876,N,Invalid CVV
www.daydeals.com,TXN7810404,Y,
www.jonesmarket.in,TXN6626635,Y,
www.lopezmart.co,TXN6639000,Y,
www.millerdeals.in,TXN3750326,Y,
www.mckenziemarket.io,TXN5531290,Y,
www.allendeals.net,TXN6830001,Y,
www.myerscarrstore.com,TXN4824446,Y,
www.johnsfashion.com,TXN2614262,Y,
www.contrerasstore.com,TXN6169900,Y,
www.gibbsfashion.com,TXN8470277,Y,
www.smithdeals.io,TXN5508555,Y,
www.bradfordmarket.net,TXN2651752,Y,
www.mccallmarket.io,TXN7185585,Y,
www.rothfashion.net,TXN2242733,Y,
www.hopkinsshop.co,TXN2095253,Y,
www.williamsdeals.net,TXN8771579,Y,
www.harrisfashion.net,TXN6256417,Y,
www.hernandezmart.in,TXN3914932,Y,
www.morrowmarket.co,TXN8654632,Y,
www.daltonstore.in,TXN1579126,Y,
www.gonzalezdeals.com,TXN6083299,Y,
www.bellfashion.com,TXN7012626,Y,
www.mitchellmart.co,TXN9958672,Y,
www.gonzalesmart.co,TXN7116217,N,Expired Card
www.hardydeals.com,TXN3565221,Y,
www.patelruizshop.net,TXN9056231,Y,
www.rodriguezalistore.net,TXN5047929,Y,
www.stewartwebstermart.io,TXN9009380,Y,
www.sheltonstore.com,TXN7570989,Y,
www.rodriguezdeals.io,TXN6721363,Y,
www.andrewsshop.co,TXN8779545,Y,
www.nelsonmckinneystore.io,TXN4896669,Y,
www.williamsdeals.net,TXN1971885,Y,
www.walterssmithmart.com,TXN2688419,Y,
www.murphydeals.com,TXN9710009,Y,
www.meyerrichardsonmarket.co,TXN1017415,Y,
www.dennistech.in,TXN6890635,Y,
www.claytonwatsondeals.io,TXN4493955,Y,
www.robertsmart.io,TXN4220835,N,Card Declined
www.brewerstore.io,TXN3475172,Y,
www.gonzalestech.net,TXN5654831,Y,
www.georgemart.in,TXN3441485,Y,
www.walkerdeals.in,TXN9143837,Y,
www.noblestore.io,TXN3357637,Y,
www.bradypearsonshop.com,TXN8668777,Y,
www.turnerriosfashion.io,TXN1284818,Y,
www.arellanodeals.in,TXN3231685,Y,
www.rossshop.io,TXN3446001,Y,
www.leefashion.co,TXN2719672,Y,
www.haynesmayfashion.co,TXN8964867,N,Card Declined
www.dyerchamberstech.com,TXN4825528,N,Network Error
www.deancampbelldeals.co,TXN8449371,Y,
www.zimmermanmarket.co,TXN9922025,Y,
www.gomezfashion.io,TXN3707574,Y,
www.graveshamiltontech.io,TXN5589561,Y,
www.floresjonesshop.io,TXN6497126,Y,
www.goodmandeals.in,TXN2678598,Y,
www.garciafashion.io,TXN5715873,Y,
www.hunttech.io,TXN3917776,Y,
www.greenmart.co,TXN1836558,Y,
www.butlerfashion.in,TXN5594196,Y,
www.morantech.net,TXN6724417,Y,
www.martinmart.com,TXN3187094,Y,
www.rushdeals.net,TXN8397131,Y,
www.flemingmart.in,TXN4303910,Y,
www.stonehammondshop.net,TXN4378026,Y,
www.portermart.co,TXN4151226,Y,
www.cartermarket.com,TXN1184576,Y,
www.smallvaldezfashion.net,TXN2501327,Y,
www.snyderstore.com,TXN3355388,Y,
www.wardallenshop.com,TXN2127048,Y,
www.waltersfashion.in,TXN5746288,Y,
www.richardsshop.in,TXN1409181,Y,
www.martintranmarket.net,TXN6688071,Y,
www.meyertech.io,TXN4667386,Y,
www.andrewsrangelstore.com,TXN9984483,Y,
www.gibbsdeals.net,TXN5640076,Y,
www.shieldstech.net,TXN9312501,Y,
www.chendavistech.com,TXN3297047,Y,
www.phillipstech.com,TXN4945571,Y,
www.nunezdeals.in,TXN2546494,Y,
www.milestech.io,TXN9909963,Y,
www.barnesgrahamshop.in,TXN9333351,Y,
www.cabreramart.net,TXN2389518,Y,
www.oconnortech.co,TXN1494215,Y,
www.smithdeals.com,TXN1036207,Y,
www.campbellstore.in,TXN7189342,Y,
www.muellercaseydeals.io,TXN9685450,Y,
www.castillomarket.io,TXN2045899,Y,
www.youngwilliamsfashion.co,TXN7755197,Y,
www.steinstore.co,TXN2589671,Y,
www.manningmillerfashion.co,TXN4478726,Y,
www.guzmanshop.co,TXN4103082,Y,
www.rogersstore.co,TXN2135783,Y,
www.wrightkirbyshop.net,TXN1609023,Y,
www.harmonbrowningtech.io,TXN5392880,Y,
www.millerstore.in,TXN7674408,Y,
www.jimenezmarket.com,TXN3115319,Y,
www.changfashion.in,TXN1743417,Y,
www.clarkmart.io,TXN7797444,Y,
www.hernandezshop.in,TXN5980945,Y,
www.bradfordreedfashion.io,TXN1539624,Y,
www.royshop.in,TXN7389901,Y,
,TXN6782816,Y,
www.walkercurtisfashion.co,TXN9599742,N,Card Declined
www.gillespiejohnsonmarket.co,TXN9707632,Y,
www.gardnermart.net,TXN3541183,Y,
www.krausestore.net,TXN1388678,Y,
www.perezfashion.in,TXN7310434,Y,
www.morgantech.in,TXN6413467,Y,
www.russelldeals.io,TXN3935652,Y,
www.cannondeals.io,TXN4896631,Y,
www.smithmart.net,TXN2581020,Y,
www.smithdeals.io,TXN1325348,Y,
www.alvaradowilkinsstore.co,TXN9661500,Y,
www.johnsonconradtech.in,TXN5590412,Y,
www.thomasgonzalezdeals.io,TXN1769097,Y,
www.scottmarket.com,TXN1356960,Y,
www.cordovamarket.in,TXN4064656,Y,
www.davisallisontech.in,TXN2791814,Y,
www.padillashop.co,TXN8257906,Y,
www.snydermarket.io,TXN5738471,Y,
www.wrightdeals.co,TXN3954794,Y,
www.fowlerdeals.com,TXN4296288,Y,
www.leefashion.co,TXN6167717,Y,
www.perezfashion.net,TXN7971954,Y,
www.campbellstore.net,TXN7087381,Y,
www.fordshop.co,TXN2857788,Y,
www.mullinsshop.in,TXN7354597,Y,
www.carterdeals.co,TXN6332481,Y,
www.alvaradomarket.net,TXN9475782,Y,
www.munozhernandezfashion.net,TXN5984172,Y,
www.ramirezmart.io,TXN9976035,Y,
www.phelpstech.com,TXN2390420,Y,
www.griffinshop.io,TXN3802496,Y,
www.shortmarket.net,TXN4850361,Y,
www.maytranshop.com,TXN5262866,Y,
www.barnettmart.co,TXN7380114,Y,
www.phillipsdeals.co,TXN9544900,Y,
www.simmonsstore.io,TXN3823306,Y,
www.hillmart.io,TXN3917011,Y,
www.nguyenfashion.in,TXN2283106,Y,
www.ortizshop.in,TXN2750580,Y,
www.thompsoncasefashion.io,TXN4378564,Y,
www.fuentesdeals.net,TXN3446632,Y,
www.ramireztownsendmart.io,TXN9894044,N,Expired Card
www.hunterrossfashion.io,TXN9926657,Y,
www.lestore.io,TXN3401009,N,Network Error
www.smithlarsonshop.co,TXN8427683,Y,
www.elliottfosterstore.in,TXN2421558,Y,
www.nicholsonshop.co,TXN9687203,Y,
www.turnerdicksonshop.com,TXN5401671,Y,
www.greengrosstech.io,TXN5492790,Y,
www.noblefashion.in,TXN5262519,Y,
www.andersenmarket.co,TXN1085453,Y,
www.parkermarket.co,TXN6719061,Y,
www.millertech.com,TXN4749698,N,Expired Card
www.watsontech.com,TXN6285885,Y,
www.dominguezcastillomart.io,TXN8512116,Y,
www.smithcharlesstore.net,TXN9437386,Y,
www.schneidershop.com,TXN1224689,Y,
www.perryshop.net,TXN8112440,Y,
www.cameronbrownmarket.io,TXN9792939,Y,
www.mendezshop.io,TXN2255811,Y,
www.stonescottfashion.co,TXN2927087,Y,
www.smithshop.com,TXN6312992,Y,
www.hansentech.io,TXN1300589,Y,
www.fullerhernandezfashion.net,TXN2702029,N,Invalid CVV
www.transtore.net,TXN9874512,Y,
www.gibbscampbelltech.io,TXN2120199,Y,
www.kingmillertech.net,TXN6096331,Y,
www.pottersmithmart.net,TXN8836507,N,Insufficient Funds
www.camposwilliamsshop.com,TXN9201407,Y,
www.porterfashion.net,TXN3679283,Y,
www.fowlerfashion.io,TXN9414156,Y,
www.williamsdeals.io,TXN8882308,Y,
www.hardintech.io,TXN3084974,Y,
www.carpentermart.io,TXN6646451,Y,
www.mcintoshwilsonstore.in,TXN8625203,Y,
www.johnsonrobertsmarket.in,TXN9803594,N,Network Error
www.johnsonstore.io,TXN2319655,Y,
www.joycepereztech.io,TXN1271639,Y,
www.smithdeals.io,TXN4604132,N,Expired Card
www.harperfashion.net,TXN8094544,Y,
www.flemingcarlsonshop.net,TXN2024004,Y,
www.casemarket.net,TXN3756782,Y,
www.wagnerdeals.com,TXN6990904,Y,
www.rojascaindeals.com,TXN3108010,N,Card Declined
www.kingshop.co,TXN6579873,N,Card Declined
www.salasmart.io,TXN7517537,Y,
www.morenogranttech.net,TXN2642002,Y,
www.evansmart.net,TXN1441912,Y,
www.quinnmarket.com,TXN4148612,Y,
www.walkermarket.com,TXN3304468,Y,
www.riverasandersshop.net,TXN3100925,Y,
www.floydtech.net,TXN8258216,Y,
www.roseburnsstore.com,TXN9427880,Y,
www.perezfashion.co,TXN3823877,Y,
www.horndeals.io,TXN9268635,Y,
www.pattersontech.com,TXN4373937,Y,
www.reedsmithstore.in,TXN6445931,Y,
www.hernandezstore.in,TXN8359401,Y,
www.wilsonmarket.com,TXN6547445,Y,
www.wardtech.in,TXN6579072,Y,
www.hansonmarket.co,TXN6356734,Y,
www.ruizshop.io,TXN4555471,Y,
www.robertsonstore.net,TXN6517200,Y,
www.brownmarket.co,TXN3573104,Y,
www.gallowaystore.co,TXN8003344,Y,
www.whitetech.com,TXN6750292,Y,
www.princepatelmart.com,TXN5605484,Y,
www.fostershop.com,TXN2412274,Y,
www.masonstore.com,TXN5511945,Y,
www.morsebrauntech.io,TXN2129426,Y,
www.mirandashop.in,TXN4440366,Y,
www.bradleymanntech.com,TXN2191162,Y,
www.vegapetersondeals.com,TXN9531742,Y,
www.stokeshillmarket.co,TXN4476191,Y,
www.powellstore.io,TXN9048714,N,Insufficient Funds
www.maxwelldeals.com,TXN3290714,Y,
www.bradystore.io,TXN6308926,Y,
www.carterfashion.co,TXN8727219,Y,
www.robertsallendeals.net,TXN9419745,Y,
www.salaslopezmart.com,TXN7099155,Y,
www.jacobsstore.com,TXN4179281,Y,
www.vargashowardmarket.co,TXN7273347,Y,
www.figueroatech.co,TXN7030211,Y,
www.harrischungshop.io,TXN6217971,Y,
www.floresayalatech.net,TXN8723718,Y,
www.sheltonkellytech.net,TXN2663247,Y,
www.merrittwalkertech.in,TXN6437948,Y,
www.browntech.co,TXN2409796,Y,
www.masonmart.io,TXN3077502,Y,
www.dunngutierrezmarket.io,TXN3027317,Y,
www.smitharnolddeals.co,TXN5164666,Y,
www.munozshop.io,TXN5670025,Y,
www.martinezdeals.net,TXN1301762,N,Expired Card
www.smitharnoldfashion.com,TXN2221304,Y,
www.andersondeals.net,TXN7778205,Y,
www.mccallmarket.net,TXN5122641,N,Expired Card
www.brownmart.io,TXN5724461,Y,
www.lopezmarket.io,TXN9704938,N,Invalid CVV
www.russellnicholsstore.net,TXN4046173,Y,
www.wongmayshop.in,TXN7032331,N,Expired Card
www.montoyahansenfashion.io,TXN6334211,Y,
www.cuevasstore.net,TXN5042562,Y,
www.sanchezmarket.in,TXN1366581,N,Invalid CVV
www.davisclarkeshop.net,TXN6107154,Y,
www.nguyendeals.com,TXN8640473,Y,
www.scottmarket.co,TXN2843591,Y,
www.princedeals.com,TXN2484126,Y,
www.summersbartonmart.net,TXN5708218,Y,
www.whiteshop.com,TXN2967183,Y,
www.petersontech.io,TXN4014367,Y,
www.wellsvelazquezfashion.net,TXN7171677,Y,
www.phillipsmarket.io,TXN5538977,N,Network Error
www.leefashion.co,TXN8369313,Y,
www.colecartershop.co,TXN3396239,Y,
www.forbesguzmanshop.co,TXN5955527,Y,
www.cohencruzdeals.com,TXN5166240,Y,
www.rileyfashion.io,TXN7137782,Y,
www.owensstore.io,TXN3615657,Y,
www.kenttech.net,TXN6010315,Y,
www.montoyabakermart.net,TXN4173748,Y,
www.millerespinozafashion.io,TXN6981803,Y,
www.powelldeals.io,TXN1147472,Y,
www.wilsonstore.in,TXN3900201,Y,
www.floyddeals.net,TXN6368356,Y,
www.cookdeals.com,TXN9335657,Y,
www.coopertaylormart.com,TXN9299687,Y,
www.wagnerfashion.net,TXN7370463,Y,
www.dennismarket.co,TXN8805632,Y,
www.jimenezfashion.in,TXN9507256,Y,
www.hillfashion.com,TXN3004133,Y,
www.moranfashion.co,TXN5113810,Y,
www.hunterstore.in,TXN7290556,Y,
www.armstrongclarktech.net,TXN3140134,Y,
www.walshdeals.com,TXN3923791,Y,
www.rubiodeals.io,TXN3821755,Y,
www.nguyentownsendtech.io,TXN7217981,Y,
www.lowerywoodwardfashion.io,TXN4226281,Y,
www.brownzunigatech.co,TXN1211713,Y,
www.bakerfashion.in,TXN4087575,Y,
www.fullershop.io,TXN6051607,N,Card Declined
www.williamsstore.io,TXN4200336,Y,
www.davismolinafashion.net,TXN2561328,N,Insufficient Funds
www.jacksongraystore.com,TXN6043048,Y,
www.penningtongoodmantech.co,TXN7614071,Y,
www.brownchentech.in,TXN1938641,Y,
www.thompsonfashion.co,TXN4695677,Y,
www.harrisstrongdeals.io,TXN8807569,Y,
www.ramirezfashion.com,TXN7436843,Y,
www.gatesdeals.com,TXN5076409,N,Insufficient Funds
www.hernandeztech.net,TXN6629682,Y,
www.moodycollinsmarket.net,TXN4252078,Y,
www.nunezmarket.in,TXN3294802,Y,
www.burnettdeals.net,TXN2278317,Y,
www.weissfashion.in,TXN6312939,Y,
www.powersstore.in,TXN1042108,Y,
www.youngjordandeals.co,TXN2451347,Y,
www.gonzalezmorenotech.io,TXN9397170,Y,
www.wolffashion.net,TXN5889864,Y,
www.burtonfashion.io,TXN5496445,Y,
www.thompsonbirdmart.io,TXN6810222,Y,
www.garciaandersonfashion.co,TXN4179696,Y,
www.wallerdeals.io,TXN4844839,Y,
www.ellisgoldenmart.co,TXN2422733,Y,
www.starkmarket.io,TXN8293234,Y,
www.monroetech.in,TXN8052412,Y,
www.murraydeals.net,TXN8558082,Y,
www.browntech.in,TXN6207013,Y,
www.trangarrisondeals.net,TXN5386854,Y,
www.mosleybrowntech.in,TXN4995030,Y,
www.chavezgreenestore.in,TXN6227727,Y,
www.mckinneystore.net,TXN8606036,Y,
www.reynoldscruzstore.co,TXN8293596,Y,
www.johnsonfashion.net,TXN9821006,Y,
www.lewismarket.com,TXN7652808,Y,
www.hammondjosephstore.io,TXN3519123,Y,
www.owenstech.co,TXN9812242,Y,
www.whitetech.co,TXN1370418,Y,
www.williamsfashion.co,TXN5673083,Y,
www.yoderdeals.in,TXN5865039,Y,
www.davisdeals.net,TXN7547924,Y,
www.pagefashion.co,TXN7652430,Y,
www.jonesstore.io,TXN6878032,Y,
www.williamsramirezmart.net,TXN4013944,Y,
www.johnsonwhitestore.net,TXN2892191,Y,
www.diazmarket.net,TXN6461653,Y,
www.wagnermart.in,TXN7358836,N,Insufficient Funds
www.morgantech.in,TXN9032977,N,Network Error
www.swansonduncandeals.in,TXN3011552,N,Expired Card
www.carrvasquezmart.co,TXN2698984,Y,
www.durandeals.co,TXN1551331,Y,
www.flemingmarket.in,TXN9583737,Y,
www.douglasmoralesstore.com,TXN8296606,Y,
www.hillshop.in,TXN6328832,Y,
www.summerswillisfashion.in,TXN4873339,Y,
www.kelleystore.co,TXN7388668,Y,
www.butlerstore.in,TXN9622658,Y,
www.maytech.com,TXN1209781,Y,
www.mooresaundersfashion.co,TXN9200985,Y,
www.norrisstore.co,TXN6666895,N,Invalid CVV
www.doughertymatthewsstore.co,TXN6173350,Y,
www.monroefashion.in,TXN5974084,Y,
www.estesmart.com,TXN2457999,Y,
www.lewisstore.co,TXN7848760,N,Invalid CVV
www.perezfashion.in,TXN7731680,Y,
www.halltech.io,TXN8193086,Y,
www.romerotech.io,TXN9044105,Y,
www.pollardweavermarket.io,TXN9897154,Y,
www.clarksmithtech.net,TXN9903465,Y,
www.schmidtcarpenterdeals.io,TXN9370169,Y,
www.schultzfashion.in,TXN8832988,Y,
www.fischershop.io,TXN7858765,Y,
www.jordanmarket.io,TXN9254561,Y,
www.robbinsmarket.net,TXN6252482,Y,
www.greenedeals.net,TXN1181906,Y,
www.nortonestradashop.com,TXN2186220,Y,
www.esteshickmanshop.in,TXN6257425,Y,
www.estesmarket.co,TXN1374118,Y,
www.vaughandeals.net,TXN3617024,Y,
